Date,AAPL,MSFT,QQQ,SPY,TLT
2023-11-24,188.0167694091797,371.038330078125,383.801025390625,441.3166198730469,80.85022735595703
2023-11-27,187.838623046875,372.1983642578125,383.46600341796875,440.5218505859375,82.20073699951172
2023-11-28,188.44236755371094,376.2191467285156,384.4710998535156,440.9580078125,82.36279296875
2023-11-29,187.4229278564453,372.4343566894531,384.0966491699219,440.64776611328125,83.39818572998047
2023-11-30,187.99697875976562,372.4933166503906,383.1309814453125,442.3827819824219,82.434814453125
2023-12-01,189.2737274169922,368.1678466796875,384.22479248046875,444.99993896484375,83.98739624023438
2023-12-04,187.48233032226562,362.8887634277344,380.65771484375,442.6639404296875,83.65324401855469
2023-12-05,191.4313201904297,366.2114562988281,381.6136169433594,442.57672119140625,85.45056915283203
2023-12-06,190.34263610839844,362.55450439453125,379.4063415527344,440.793212890625,86.58858489990234
2023-12-07,192.2725830078125,364.6680908203125,384.7075500488281,444.1566467285156,86.0918197631836
2023-12-08,193.69776916503906,367.8926086425781,386.4220886230469,446.0661315917969,85.3873519897461
2023-12-11,191.1938018798828,365.01214599609375,389.72296142578125,447.8011779785156,85.20671081542969
2023-12-12,192.7080535888672,368.0400390625,392.8268127441406,449.8463439941406,85.45958709716797
2023-12-13,195.9246368408203,368.0301818847656,397.82244873046875,456.0498046875,87.46466064453125
2023-12-14,196.07310485839844,359.7331237792969,397.4776306152344,457.5133972167969,89.73988342285156
2023-12-15,195.53863525390625,364.4518127441406,399.3990173339844,456.7601013183594,89.83956146240234
2023-12-18,193.8759307861328,366.3393859863281,401.9146728515625,459.32940673828125,89.12374877929688
2023-12-19,194.91513061523438,366.93902587890625,403.96832275390625,462.12255859375,89.60396575927734
2023-12-20,192.82684326171875,364.34368896484375,397.96539306640625,455.71881103515625,90.21107482910156
2023-12-21,192.6783447265625,367.2142639160156,402.5959777832031,460.03985595703125,89.64022064208984
2023-12-22,191.6094970703125,368.2366027832031,403.1982421875,460.9644470214844,89.23246765136719
2023-12-26,191.06512451171875,368.3153076171875,405.66650390625,462.9108581542969,89.4861831665039
2023-12-27,191.16409301757812,367.73529052734375,406.4923095703125,463.7478332519531,91.07183074951172
2023-12-28,191.58966064453125,368.9247741699219,406.29473876953125,463.9230041503906,90.41040802001953
2023-12-29,190.5504608154297,369.6719055175781,404.5364074707031,462.58001708984375,89.59490203857422
2024-01-02,183.73129272460938,364.5894470214844,397.6907653808594,459.99114990234375,89.07843780517578
2024-01-03,182.35560607910156,364.3240661621094,393.4825439453125,456.2346496582031,89.4499282836914
2024-01-04,180.03965759277344,361.7091064453125,391.4575500488281,454.7650451660156,88.09078216552734
2024-01-05,179.31715393066406,361.52227783203125,391.92181396484375,455.387939453125,87.24809265136719
2024-01-08,183.65213012695312,368.34478759765625,400.0220031738281,461.8890075683594,88.10889434814453
2024-01-09,183.2364501953125,369.4261474609375,400.81231689453125,461.18829345703125,87.5471420288086
2024-01-10,184.27565002441406,376.28790283203125,403.52880859375,463.7965087890625,87.1393814086914
2024-01-11,183.6818389892578,378.116455078125,404.3684997558594,463.59210205078125,87.62867736816406
2024-01-12,184.00840759277344,381.8913879394531,404.575927734375,463.91326904296875,87.45650482177734
2024-01-16,181.74195861816406,383.6608581542969,404.5364074707031,462.2101135253906,85.9161605834961
2024-01-17,180.80174255371094,382.8744812011719,402.2545166015625,459.6408996582031,85.78024291992188
2024-01-18,186.69056701660156,387.1999816894531,407.96417236328125,463.7283630371094,84.9828872680664
2024-01-19,189.59043884277344,391.9186706542969,416.05450439453125,469.50927734375,85.25469970703125
2024-01-22,191.89646911621094,389.7952575683594,416.5978698730469,470.5019836425781,85.76213073730469
2024-01-23,193.1732177734375,392.1447448730469,418.3265380859375,471.8741760253906,85.08253479003906
2024-01-24,192.5001983642578,395.7428283691406,420.6479187011719,472.3900146484375,84.58419799804688
2024-01-25,192.17359924316406,398.013671875,421.16162109375,474.95928955078125,85.13691711425781
2024-01-26,190.44158935546875,397.0895690917969,418.65252685546875,474.35589599609375,84.97383880615234
2024-01-29,189.7587127685547,402.7815246582031,422.939697265625,478.11248779296875,85.95240020751953
2024-01-30,186.10662841796875,401.67071533203125,420.1243896484375,477.7427062988281,86.73165130615234
2024-01-31,182.50405883789062,390.8471374511719,411.8957824707031,469.94720458984375,87.5833740234375
2024-02-01,184.93875122070312,396.942138671875,416.7460632324219,476.09796142578125,89.30139923095703
2024-02-02,183.93914794921875,404.25616455078125,423.78924560546875,481.1100769042969,87.32884979248047
2024-02-05,185.7503204345703,398.78045654296875,423.23602294921875,479.3582763671875,85.56536865234375
2024-02-06,187.35366821289062,398.6231689453125,422.38653564453125,480.74993896484375,86.40165710449219
2024-02-07,187.46253967285156,407.0382080078125,426.7330017089844,484.75958251953125,85.98350524902344
2024-02-08,186.38377380371094,407.09722900390625,427.5232849121094,484.9736633300781,85.48355865478516
2024-02-09,187.1468048095703,413.4281311035156,431.7314147949219,487.7766418457031,85.31084442138672
2024-02-12,185.46212768554688,408.227783203125,430.0422058105469,487.5625,85.41083526611328
2024-02-13,183.37115478515625,399.43914794921875,423.3348083496094,480.8472900390625,83.94733428955078
2024-02-14,182.4891815185547,403.2998962402344,427.9479675292969,485.2170104980469,84.37458038330078
2024-02-15,182.20181274414062,400.4141540527344,429.22235107421875,488.56488037109375,84.81088256835938
2024-02-16,180.66578674316406,397.9519348144531,425.3302917480469,486.1318359375,84.32003021240234
2024-02-20,179.92254638671875,396.7011413574219,422.11981201171875,483.45550537109375,84.39273071289062
2024-02-21,180.6757049560547,396.1004333496094,420.43060302734375,483.89337158203125,83.79281616210938
2024-02-22,182.7071990966797,405.4272155761719,432.73895263671875,493.9078369140625,84.20182800292969
2024-02-23,180.87388610839844,404.1370544433594,431.4646911621094,494.24847412109375,85.32901000976562
2024-02-26,179.52618408203125,401.3793640136719,431.2374267578125,492.43829345703125,85.0744857788086
2024-02-27,180.98291015625,401.32025146484375,432.27471923828125,493.3531188964844,84.47454833984375
2024-02-28,179.78379821777344,401.556640625,429.97308349609375,492.7010803222656,85.01087188720703
2024-02-29,179.119873046875,407.38714599609375,433.65765380859375,494.47235107421875,85.6108169555664
